centre_id,crop_type,quantity,farmers_ahead,current_queue_length,active_counters,staff_count,staff_availability,average_processing_time,current_processing_speed,time_of_day,day_of_week,seasonal_flag,no_show_rate,queue_growth_rate,equipment_status,operational_delay_flag,actual_wait_minutes,is_synthetic
10,Cotton,36.6,13,18,4,5,0.83,17.9,0.93,15,6,1,0.08,0.5,1,0,60.7,True
4,Maize,5.1,15,25,2,2,0.79,14.9,1.05,15,3,1,0.17,1.05,1,0,104.9,True
4,Maize,17.3,23,23,2,4,0.85,16.4,1.06,14,0,1,0.13,0.46,1,0,175.1,True
5,Mustard,8.8,21,24,2,4,0.86,12.8,0.93,11,4,1,0.07,0.06,1,0,143.9,True
7,Paddy,18.0,5,6,1,1,0.92,13.0,0.82,13,4,0,0.12,-0.13,1,0,84.0,True
3,Mustard,29.2,5,15,2,4,0.91,19.2,0.84,8,1,0,0.07,-0.38,1,0,51.3,True
6,Wheat,58.2,12,18,4,5,0.86,14.3,1.17,14,5,1,0.11,-0.24,1,0,40.8,True
8,Cotton,15.1,8,14,2,2,0.83,12.0,0.95,10,6,1,0.06,-0.08,0,1,78.1,True
4,Paddy,38.0,12,18,1,3,0.76,13.5,1.05,10,0,1,0.19,0.42,1,0,156.4,True
1,Wheat,58.7,20,29,2,2,0.8,15.5,0.81,15,5,1,0.08,-0.48,0,1,213.9,True
9,Paddy,27.0,21,22,3,5,0.88,16.5,1.16,13,6,0,0.17,0.35,1,0,97.5,True
2,Mustard,18.2,4,11,3,4,0.79,17.0,0.96,11,3,1,0.08,0.44,0,1,49.8,True
2,Paddy,46.9,13,20,2,3,0.82,13.5,0.86,16,1,0,0.12,0.98,0,1,130.2,True
5,Wheat,57.7,6,16,1,3,0.89,12.5,0.82,11,1,1,0.05,0.79,1,0,88.5,True
2,Maize,47.6,23,28,2,2,0.99,12.3,0.91,14,5,1,0.16,-0.35,1,0,156.5,True
10,Wheat,26.2,15,15,3,5,0.9,11.0,0.9,10,0,1,0.18,0.1,1,0,58.7,True
4,Cotton,21.6,17,21,1,2,0.7,18.9,0.83,12,0,0,0.11,-0.33,1,0,390.1,True
1,Mustard,29.8,8,13,4,5,0.78,13.0,1.14,17,5,0,0.11,0.47,0,1,45.9,True
7,Paddy,32.3,14,15,1,2,0.79,19.5,0.8,13,5,0,0.13,1.14,1,0,339.1,True
3,Wheat,33.9,10,10,3,4,1.0,13.4,0.86,14,5,1,0.1,0.33,1,0,50.3,True
10,Mustard,59.5,5,10,1,3,0.93,11.5,1.16,14,4,1,0.19,1.41,1,0,51.6,True
3,Paddy,15.6,30,30,3,4,0.98,18.4,1.0,16,6,0,0.09,1.05,0,1,210.3,True
7,Mustard,36.9,24,27,4,6,0.83,19.4,0.96,8,4,0,0.05,0.99,0,1,143.2,True
6,Paddy,22.3,19,24,2,3,0.92,18.8,0.93,14,2,1,0.17,-0.27,1,0,188.0,True
1,Cotton,50.1,20,28,2,4,0.84,19.2,1.1,13,6,0,0.17,-0.39,1,0,175.7,True
5,Cotton,16.9,10,11,1,3,0.77,16.0,0.88,8,1,0,0.08,0.9,1,0,184.2,True
4,Paddy,40.5,22,30,4,4,0.8,18.3,0.9,9,0,0,0.07,0.76,1,0,112.9,True
3,Paddy,56.5,14,16,3,3,0.74,16.3,0.86,10,6,1,0.15,1.05,1,0,94.0,True
5,Maize,38.8,2,2,2,2,0.72,10.9,1.02,16,1,0,0.16,1.19,1,0,8.6,True
8,Maize,39.2,29,38,2,3,0.79,10.7,0.83,9,2,0,0.17,0.5,1,0,187.6,True
3,Cotton,40.3,17,18,2,4,0.74,16.6,1.04,10,6,1,0.18,-0.03,1,0,136.9,True
9,Wheat,30.0,28,36,3,3,0.74,10.6,1.19,17,4,0,0.15,0.93,0,1,108.0,True
4,Cotton,33.3,14,21,1,3,0.88,17.3,1.17,13,6,0,0.11,-0.42,1,0,214.5,True
6,Wheat,50.5,5,14,1,2,0.9,19.4,1.1,16,4,0,0.13,-0.45,1,0,90.1,True
10,Mustard,6.9,9,11,4,5,0.7,14.8,1.18,9,2,0,0.11,1.11,1,0,31.2,True
4,Paddy,50.3,7,15,2,2,0.72,13.9,0.87,16,0,0,0.08,0.73,1,0,49.2,True
2,Cotton,7.4,2,9,1,3,0.92,12.5,1.05,11,5,1,0.06,0.68,1,0,20.8,True
7,Cotton,42.4,9,14,4,6,0.9,11.4,0.81,8,5,0,0.2,0.27,1,0,31.8,True
6,Wheat,51.1,27,35,2,2,0.89,11.0,1.04,14,1,1,0.16,-0.09,1,0,144.7,True
1,Maize,18.8,22,23,1,1,0.86,14.2,0.89,17,6,0,0.06,1.32,1,0,347.3,True
6,Paddy,35.7,3,7,2,2,0.98,13.5,1.13,12,3,0,0.14,1.44,1,0,15.9,True
10,Maize,39.5,11,16,3,5,0.78,14.3,0.93,8,1,0,0.07,1.02,1,0,56.6,True
4,Cotton,10.5,10,11,3,3,0.98,16.5,1.03,16,4,0,0.18,0.65,1,0,51.9,True
10,Maize,16.9,18,24,2,2,0.95,10.4,1.01,17,5,0,0.09,-0.18,1,0,90.0,True
10,Cotton,26.3,14,19,3,5,0.72,16.0,1.18,14,0,1,0.09,1.38,1,0,65.7,True
2,Cotton,18.9,18,23,1,2,0.91,14.1,1.06,13,3,0,0.08,-0.05,1,0,234.8,True
8,Wheat,51.7,7,14,1,1,0.85,15.2,0.9,15,1,1,0.05,1.39,1,0,116.2,True
4,Maize,21.6,20,30,3,3,0.8,19.6,1.13,16,4,0,0.16,-0.1,1,0,118.2,True
4,Paddy,50.2,7,13,1,3,0.86,18.5,0.86,17,0,0,0.06,0.13,1,0,155.4,True
1,Paddy,41.2,7,8,1,1,0.82,15.1,1.17,12,0,0,0.12,0.14,1,0,91.0,True
10,Wheat,38.1,21,24,4,6,0.76,13.3,0.96,11,4,1,0.2,-0.44,1,0,73.4,True
5,Cotton,23.6,3,3,3,3,0.86,14.8,1.04,16,4,0,0.17,-0.03,1,0,11.9,True
4,Maize,52.2,26,26,4,5,0.99,14.5,1.16,10,1,1,0.18,-0.25,0,1,105.1,True
2,Paddy,39.4,3,8,3,5,0.85,11.2,1.14,13,3,0,0.09,-0.03,0,1,32.3,True
10,Wheat,46.4,13,16,2,3,0.75,12.3,0.82,10,0,1,0.1,0.1,1,0,94.8,True
5,Wheat,19.2,25,27,3,4,0.88,16.9,0.88,8,0,0,0.14,0.87,1,0,161.1,True
7,Maize,28.8,25,33,4,6,0.88,12.7,1.04,8,2,0,0.1,0.81,1,0,78.5,True
9,Wheat,49.9,10,18,1,2,0.8,10.4,0.88,15,1,1,0.18,1.07,1,0,120.2,True
3,Mustard,56.8,24,24,2,4,0.76,13.3,1.13,14,6,1,0.18,0.87,1,0,140.4,True
10,Paddy,31.7,4,4,2,4,0.75,10.5,0.91,17,5,0,0.19,1.32,1,0,27.8,True
9,Maize,16.0,27,34,1,3,0.85,15.8,1.15,14,4,1,0.17,0.99,1,0,369.2,True
7,Cotton,57.0,28,34,3,3,0.9,15.9,1.2,16,2,0,0.12,1.26,1,0,121.3,True
4,Maize,32.2,4,5,4,6,0.8,10.1,1.17,9,0,0,0.17,-0.08,1,0,8.6,True
3,Maize,51.8,30,34,2,3,0.82,15.6,0.93,9,5,0,0.16,1.09,0,1,277.1,True
10,Cotton,28.1,26,28,4,4,0.89,14.0,1.01,12,4,0,0.11,0.68,1,0,88.7,True
4,Mustard,49.6,27,34,1,1,0.79,12.7,0.93,15,3,1,0.09,-0.48,1,0,368.8,True
2,Paddy,42.1,4,8,3,5,0.77,16.2,1.01,11,3,1,0.06,-0.25,1,0,27.4,True
1,Paddy,58.9,23,29,1,3,0.92,17.2,0.95,12,2,0,0.13,0.01,1,0,414.0,True
10,Cotton,57.5,15,24,1,3,0.97,19.6,0.85,8,2,0,0.14,-0.37,0,1,371.5,True
7,Mustard,46.5,8,17,4,6,0.97,12.8,1.06,13,5,0,0.2,0.91,1,0,23.0,True
1,Cotton,52.2,21,31,2,2,0.91,12.1,1.15,10,3,1,0.19,1.41,1,0,105.6,True
9,Maize,9.3,30,35,3,4,0.79,14.6,0.94,16,6,0,0.1,0.67,0,1,176.3,True
4,Maize,31.0,23,33,2,2,0.97,10.9,0.93,9,6,0,0.09,0.87,0,1,158.5,True
6,Maize,35.0,1,7,3,4,0.9,12.7,0.86,15,1,1,0.11,0.76,0,1,29.7,True
8,Mustard,18.2,11,14,1,3,0.93,10.6,0.82,16,0,0,0.17,0.55,1,0,143.2,True
5,Maize,23.1,20,28,1,3,0.97,12.3,1.04,8,2,0,0.2,1.34,1,0,235.3,True
8,Cotton,6.4,25,28,2,4,0.85,17.6,1.04,17,5,0,0.16,-0.37,1,0,209.5,True
7,Wheat,5.7,28,36,2,4,0.73,15.6,0.96,15,3,1,0.2,0.16,1,0,228.6,True
5,Maize,43.6,17,24,2,3,0.98,12.9,1.18,12,0,0,0.12,1.21,1,0,91.6,True
4,Wheat,27.2,9,14,1,1,0.73,19.8,0.94,17,6,0,0.15,1.2,1,0,191.6,True
1,Mustard,54.8,16,22,1,1,0.75,11.5,0.88,17,5,0,0.17,0.67,0,1,235.9,True
1,Maize,18.0,15,15,4,4,0.95,17.9,1.18,13,6,0,0.15,0.95,1,0,56.8,True
8,Paddy,50.3,1,11,2,4,0.79,18.8,0.89,12,2,0,0.17,0.11,0,1,36.2,True
10,Paddy,30.6,19,27,1,1,0.96,13.4,0.98,15,3,1,0.11,-0.14,0,1,286.7,True
8,Wheat,33.1,4,5,4,4,0.84,10.7,0.85,8,5,0,0.17,0.71,1,0,4.9,True
1,Wheat,27.0,30,38,3,5,0.73,13.1,0.93,16,0,0,0.14,1.29,1,0,137.0,True
10,Mustard,33.4,9,15,4,6,0.97,11.3,1.17,15,4,1,0.09,-0.05,1,0,20.6,True
7,Mustard,54.0,1,6,3,4,0.95,12.5,0.99,10,2,1,0.1,0.3,0,1,32.3,True
9,Wheat,40.3,4,13,2,3,0.84,13.6,0.89,10,4,1,0.09,-0.11,0,1,59.9,True
1,Mustard,7.7,12,18,3,5,0.81,14.2,0.85,11,1,1,0.16,-0.45,0,1,95.7,True
8,Maize,36.3,29,37,2,4,0.9,20.0,0.93,9,2,0,0.15,0.63,1,0,311.0,True
3,Mustard,5.2,12,19,2,3,0.79,14.9,1.19,10,6,1,0.07,0.84,1,0,78.8,True
4,Mustard,57.1,27,36,4,6,0.9,14.8,0.89,16,5,0,0.13,0.37,1,0,112.9,True
5,Cotton,51.8,9,10,1,3,0.7,17.8,1.05,8,6,0,0.13,0.98,1,0,150.5,True
2,Wheat,43.9,17,19,1,1,0.8,10.8,1.03,14,4,1,0.1,0.01,0,1,204.9,True
1,Cotton,19.9,3,7,3,3,0.9,18.2,1.08,16,3,0,0.17,0.66,1,0,11.1,True
4,Mustard,6.1,4,11,2,4,0.88,17.4,1.18,17,0,0,0.1,0.29,1,0,28.0,True
3,Cotton,50.2,27,27,1,3,0.99,14.0,0.99,13,4,0,0.06,1.21,0,1,405.3,True
7,Cotton,47.7,30,33,4,5,0.74,15.1,1.06,13,1,0,0.19,0.18,1,0,109.4,True
9,Paddy,18.3,20,29,2,3,0.72,16.5,0.84,11,6,1,0.16,1.08,1,0,199.0,True
6,Mustard,6.4,10,11,2,2,0.78,17.1,1.16,10,0,1,0.1,-0.13,1,0,72.8,True
10,Mustard,27.3,6,6,2,3,0.95,16.6,0.89,10,1,1,0.19,-0.29,1,0,55.9,True
9,Wheat,28.1,28,37,4,6,0.79,16.4,0.94,16,1,0,0.09,0.6,1,0,121.3,True
8,Maize,28.2,6,7,3,4,0.87,10.9,0.89,13,5,0,0.2,0.16,1,0,23.2,True
10,Paddy,52.2,18,26,1,1,0.75,13.4,0.92,8,4,0,0.11,1.05,1,0,262.3,True
10,Wheat,28.1,2,6,3,4,0.99,19.2,0.91,15,2,1,0.15,1.44,1,0,13.6,True
6,Wheat,40.9,24,24,1,1,0.73,19.6,1.06,12,2,0,0.11,-0.02,0,1,463.2,True
6,Paddy,50.9,30,35,3,3,0.71,17.0,1.02,10,1,1,0.11,0.05,1,0,162.0,True
2,Maize,5.3,8,15,1,2,0.79,11.7,1.0,15,4,1,0.13,-0.3,0,1,119.0,True
5,Maize,18.4,28,37,4,6,0.93,18.1,1.15,11,4,1,0.09,0.74,1,0,111.4,True
2,Wheat,55.0,29,33,2,3,0.84,11.3,0.9,11,1,1,0.17,0.82,1,0,178.4,True
3,Paddy,31.8,6,13,1,3,0.84,15.2,0.96,15,3,1,0.18,-0.21,1,0,94.1,True
7,Maize,52.6,5,14,3,5,0.91,10.2,1.18,11,4,1,0.06,0.42,1,0,16.8,True
9,Wheat,45.7,28,34,2,4,0.98,17.8,0.98,14,1,1,0.1,1.14,1,0,253.5,True
6,Wheat,44.8,30,32,2,2,0.7,19.7,0.85,13,0,0,0.12,0.56,1,0,350.6,True
4,Cotton,18.2,27,37,2,4,0.79,11.5,0.98,8,6,0,0.1,1.3,0,1,187.3,True
8,Mustard,34.2,3,10,3,4,0.86,18.1,1.02,16,3,0,0.13,1.06,0,1,38.1,True
4,Cotton,26.3,29,37,3,4,0.96,11.7,1.07,16,4,0,0.13,1.35,1,0,107.9,True
5,Wheat,50.8,24,33,2,4,0.84,10.8,0.8,9,5,0,0.05,-0.19,0,1,185.1,True
4,Mustard,6.4,22,22,4,5,0.78,15.3,0.99,13,5,0,0.18,0.7,1,0,86.7,True
3,Wheat,34.2,13,17,3,4,0.71,12.7,0.85,11,3,1,0.07,1.41,1,0,63.2,True
10,Mustard,24.9,13,20,2,3,0.75,11.0,1.0,12,1,0,0.1,1.21,1,0,67.3,True
3,Mustard,21.6,12,14,3,3,0.71,15.8,1.18,13,4,0,0.18,1.28,1,0,57.3,True
7,Paddy,24.4,14,20,2,2,0.97,18.2,0.89,8,1,0,0.13,-0.2,1,0,143.3,True
8,Maize,14.7,22,23,4,5,0.74,17.8,0.95,16,2,0,0.1,0.55,1,0,99.0,True
6,Maize,34.3,18,22,4,5,0.95,13.0,0.94,9,0,0,0.13,1.18,1,0,63.2,True
5,Mustard,40.5,26,30,2,3,0.72,14.3,0.95,13,1,0,0.09,-0.41,1,0,198.3,True
9,Wheat,9.9,12,18,1,1,0.93,11.2,1.03,10,6,1,0.05,1.5,1,0,130.4,True
2,Cotton,16.1,23,26,1,3,0.79,10.1,0.99,9,2,0,0.1,0.77,1,0,231.6,True
9,Maize,53.6,3,12,1,3,0.88,16.6,1.2,13,4,0,0.11,0.68,0,1,64.4,True
5,Mustard,8.5,5,5,1,2,0.79,16.6,0.88,8,0,0,0.08,0.66,0,1,120.8,True
9,Wheat,32.2,23,31,1,3,0.82,19.3,0.9,12,3,0,0.16,0.32,1,0,496.4,True
9,Cotton,16.9,17,17,4,4,0.9,10.6,0.84,15,6,1,0.07,1.23,1,0,53.2,True
7,Mustard,10.0,26,29,2,2,0.84,15.8,1.08,15,5,1,0.1,-0.42,0,1,218.9,True
4,Paddy,18.2,29,36,2,3,0.77,17.5,1.15,12,5,0,0.18,0.48,0,1,251.8,True
2,Maize,14.2,11,14,3,3,0.86,13.3,0.97,11,5,1,0.07,1.26,0,1,76.6,True
1,Wheat,54.6,19,27,2,2,0.96,15.5,1.08,8,2,0,0.06,0.6,0,1,158.8,True
7,Cotton,44.8,30,32,1,1,0.74,16.2,1.1,14,2,1,0.13,-0.36,1,0,439.0,True
3,Wheat,29.2,8,18,2,4,0.75,12.4,0.84,13,0,0,0.17,-0.39,0,1,85.6,True
7,Maize,5.1,4,5,3,5,0.77,12.1,1.11,12,4,0,0.16,0.72,1,0,15.1,True
1,Cotton,55.1,7,13,1,3,0.79,10.9,1.04,11,5,1,0.06,1.5,1,0,78.0,True
4,Cotton,39.2,21,24,4,6,0.87,18.0,0.96,11,1,1,0.11,-0.48,1,0,91.8,True
10,Paddy,28.9,28,36,4,5,0.83,12.9,1.05,8,5,0,0.2,-0.32,1,0,85.9,True
2,Cotton,5.3,20,22,1,1,0.82,15.2,1.19,16,5,0,0.1,-0.42,1,0,251.7,True
7,Cotton,25.2,27,37,2,3,0.98,19.1,1.09,16,3,0,0.16,-0.35,0,1,259.1,True
3,Maize,56.1,17,20,2,3,0.99,13.3,0.85,10,0,1,0.1,0.4,1,0,127.3,True
2,Paddy,38.8,12,16,4,6,0.77,18.0,1.07,10,0,1,0.19,1.47,1,0,54.5,True
5,Wheat,16.2,15,17,2,2,0.8,16.8,0.95,15,2,1,0.13,-0.21,1,0,130.1,True
4,Maize,8.9,14,23,3,3,0.76,15.4,0.86,9,3,0,0.11,1.29,0,1,109.2,True
2,Wheat,30.1,20,26,1,2,0.75,19.2,1.13,14,5,1,0.06,0.12,1,0,337.2,True
7,Mustard,30.2,27,32,4,6,0.9,18.4,0.98,8,4,0,0.09,0.94,0,1,150.6,True
2,Maize,9.3,6,13,4,4,0.75,12.5,0.91,15,1,1,0.17,1.04,0,1,44.0,True
4,Mustard,12.6,9,12,3,4,0.96,11.7,0.96,16,5,0,0.2,0.51,1,0,38.0,True
5,Mustard,51.9,20,29,3,4,0.77,19.4,1.08,14,3,1,0.15,0.33,0,1,148.8,True
7,Wheat,18.4,23,30,4,5,0.9,14.1,0.8,11,3,1,0.19,-0.15,1,0,105.9,True
4,Cotton,53.2,12,17,4,6,0.85,12.8,1.08,16,0,0,0.07,-0.34,1,0,34.5,True
8,Wheat,41.8,0,1,3,5,0.8,15.9,1.01,15,5,1,0.06,0.96,1,0,3.0,True
4,Mustard,7.6,4,7,2,2,0.72,13.4,0.89,13,2,0,0.13,1.17,0,1,53.1,True
9,Paddy,53.1,10,11,1,1,0.91,10.2,0.88,11,6,1,0.11,-0.38,1,0,119.6,True
6,Maize,49.7,25,26,1,3,0.98,15.9,1.03,8,0,0,0.11,0.59,1,0,384.8,True
6,Wheat,28.0,13,20,4,6,1.0,15.9,0.92,16,2,0,0.09,-0.39,1,0,55.7,True
9,Paddy,42.3,25,33,4,5,0.98,10.9,0.84,13,5,0,0.12,-0.47,1,0,78.0,True
8,Maize,53.5,30,37,4,5,0.88,13.6,0.95,17,4,0,0.18,0.28,1,0,107.2,True
3,Mustard,25.6,24,33,1,2,0.87,15.3,0.86,12,0,0,0.15,-0.15,1,0,429.6,True
2,Maize,34.6,0,0,3,3,0.8,11.5,0.99,10,4,1,0.06,0.39,1,0,3.0,True
10,Mustard,56.2,8,18,2,2,0.79,14.6,0.92,10,0,1,0.13,1.33,1,0,62.1,True
4,Cotton,53.0,3,11,1,2,0.93,16.6,1.05,17,3,0,0.11,1.25,1,0,44.4,True
5,Cotton,26.8,25,30,4,4,0.8,14.8,0.95,17,0,0,0.16,0.3,0,1,120.1,True
2,Maize,42.9,10,11,3,3,0.86,17.5,1.12,8,2,0,0.14,1.46,0,1,80.5,True
8,Wheat,37.4,6,8,1,3,0.82,18.9,1.09,8,6,0,0.1,0.44,0,1,130.5,True
5,Mustard,45.2,13,14,2,2,0.86,16.4,1.06,11,6,1,0.11,0.21,0,1,121.7,True
7,Cotton,6.6,9,16,2,2,0.89,11.1,1.1,11,2,1,0.12,1.46,1,0,48.2,True
7,Maize,26.4,14,18,1,1,0.89,13.0,1.09,16,0,0,0.18,0.22,0,1,191.9,True
2,Mustard,24.1,1,4,3,3,0.96,17.9,0.89,17,5,0,0.19,1.08,1,0,13.3,True
4,Maize,11.7,14,20,1,3,0.73,13.2,1.13,14,2,1,0.12,0.99,1,0,162.8,True
1,Maize,18.7,11,17,3,4,0.72,15.8,0.89,17,5,0,0.12,1.44,1,0,66.6,True
4,Cotton,39.0,8,11,4,6,0.99,11.6,1.19,13,0,0,0.13,-0.14,0,1,41.1,True
10,Mustard,30.3,22,25,4,5,0.78,11.4,1.15,11,5,1,0.15,0.87,0,1,79.1,True
5,Paddy,43.2,14,17,2,3,0.72,19.2,1.02,14,2,1,0.17,0.76,0,1,152.4,True
9,Cotton,48.0,6,15,2,4,0.71,12.4,0.83,8,3,0,0.05,0.3,1,0,48.5,True
1,Cotton,16.7,13,23,1,1,0.71,18.1,1.15,8,3,0,0.16,0.95,0,1,234.2,True
8,Cotton,43.6,0,0,2,3,0.95,18.7,0.99,14,1,1,0.14,-0.23,1,0,3.0,True
5,Cotton,49.8,14,24,4,5,0.83,12.4,0.87,10,4,1,0.14,-0.38,1,0,50.2,True
7,Maize,13.8,13,14,4,6,0.71,10.8,0.84,12,0,0,0.08,1.35,1,0,41.5,True
7,Maize,21.3,11,17,2,2,0.93,10.8,1.06,10,0,1,0.15,1.01,1,0,58.6,True
5,Mustard,50.7,7,11,2,4,0.74,13.4,0.87,17,6,0,0.14,0.73,1,0,56.9,True
5,Maize,11.6,29,39,3,3,0.9,15.8,1.14,14,0,1,0.19,-0.16,1,0,130.3,True
5,Wheat,32.3,28,35,3,5,0.9,15.5,1.14,9,0,0,0.08,1.09,1,0,127.9,True
2,Cotton,41.2,6,13,4,6,0.87,18.7,1.15,13,3,0,0.13,1.39,0,1,45.2,True
3,Mustard,11.9,2,8,4,5,0.76,11.9,1.09,16,2,0,0.19,0.66,1,0,10.3,True
6,Mustard,6.6,24,28,4,5,0.83,19.6,1.13,13,5,0,0.09,-0.24,0,1,131.8,True
6,Wheat,16.6,6,6,4,5,0.75,19.9,1.03,10,1,1,0.1,-0.28,1,0,26.0,True
5,Maize,5.1,8,17,3,4,0.74,19.7,0.91,10,4,1,0.14,0.44,1,0,57.2,True
8,Mustard,43.1,10,19,4,6,0.82,18.9,0.81,13,2,0,0.05,0.72,0,1,84.1,True
6,Wheat,51.9,22,24,3,5,0.91,17.6,0.95,13,6,0,0.17,0.71,1,0,141.9,True
4,Wheat,57.3,27,31,4,4,0.99,18.5,1.05,15,4,1,0.15,1.18,1,0,117.5,True
6,Wheat,50.8,11,16,3,3,0.94,11.3,1.11,10,5,1,0.08,-0.04,1,0,34.2,True
7,Cotton,37.7,19,21,2,4,0.87,14.3,0.82,9,0,0,0.09,0.23,1,0,161.3,True
3,Wheat,10.5,18,22,2,3,0.84,18.1,0.92,11,5,1,0.14,0.87,0,1,200.2,True
9,Cotton,12.6,22,29,1,2,0.9,16.2,0.99,16,5,0,0.13,1.39,1,0,358.0,True
8,Mustard,26.0,10,13,4,5,0.78,10.1,1.01,17,1,0,0.06,1.19,1,0,25.9,True
8,Paddy,47.7,26,29,4,6,0.71,12.5,1.01,11,5,1,0.16,0.7,0,1,105.3,True
2,Mustard,7.5,15,24,4,4,0.9,13.5,0.86,17,5,0,0.06,1.42,1,0,53.8,True
7,Paddy,38.6,23,33,3,4,0.98,16.8,0.99,14,3,1,0.12,1.06,1,0,131.9,True
7,Paddy,10.2,5,13,3,4,0.82,15.3,1.07,12,4,0,0.09,1.21,0,1,55.5,True
1,Maize,48.5,25,33,2,4,0.85,14.5,1.12,15,2,1,0.06,-0.27,1,0,156.9,True
7,Wheat,33.6,17,27,3,5,0.78,10.8,0.92,13,0,0,0.15,0.21,0,1,91.8,True
8,Maize,7.9,29,31,3,3,0.95,11.8,0.99,16,2,0,0.15,0.8,1,0,122.1,True
4,Cotton,26.4,20,29,3,4,0.74,14.8,0.86,12,0,0,0.09,1.45,1,0,115.6,True
4,Wheat,40.8,23,27,3,4,0.95,12.8,1.17,13,6,0,0.1,0.65,1,0,83.2,True
1,Wheat,11.6,22,29,2,4,0.91,12.4,1.12,13,6,0,0.18,1.4,0,1,139.9,True
8,Wheat,38.1,25,26,4,6,0.83,11.8,1.16,8,2,0,0.14,0.7,0,1,87.9,True
9,Maize,55.5,24,27,1,1,0.92,18.5,0.85,16,2,0,0.19,1.41,1,0,526.2,True
2,Mustard,41.4,26,27,4,6,0.84,15.2,1.15,16,4,0,0.11,0.73,1,0,86.9,True
1,Paddy,30.2,2,11,3,5,0.86,17.2,0.97,16,3,0,0.18,0.8,1,0,14.6,True
7,Mustard,24.3,14,23,1,2,0.84,12.9,1.14,11,0,1,0.19,-0.14,0,1,184.5,True
3,Wheat,5.6,23,28,1,3,0.86,13.8,1.17,9,0,0,0.2,1.05,1,0,272.2,True
8,Paddy,37.5,2,5,4,4,0.9,19.3,1.06,15,4,1,0.12,-0.34,1,0,16.1,True
10,Paddy,45.8,8,10,1,3,0.93,13.8,0.82,16,5,0,0.09,1.15,1,0,133.2,True
8,Cotton,17.5,19,27,1,1,0.72,10.7,0.96,13,6,0,0.12,1.03,1,0,213.0,True
1,Cotton,16.3,28,36,2,4,0.93,19.6,1.07,14,0,1,0.06,-0.41,0,1,283.7,True
1,Cotton,58.5,27,32,2,3,0.88,19.5,1.0,11,6,1,0.14,0.52,1,0,262.4,True
6,Maize,28.5,4,11,1,2,0.83,14.4,0.84,16,6,0,0.15,-0.16,1,0,69.5,True
7,Paddy,28.3,2,2,2,4,0.98,12.0,0.8,13,6,0,0.11,0.15,1,0,14.1,True
1,Mustard,13.9,2,12,2,4,0.83,14.1,1.07,12,6,0,0.17,0.16,1,0,22.7,True
9,Maize,12.0,15,24,4,5,0.86,16.0,0.97,8,6,0,0.1,0.42,1,0,58.2,True
10,Paddy,56.6,28,38,3,5,0.99,14.2,0.9,10,3,1,0.18,0.91,1,0,147.6,True
8,Paddy,19.6,0,8,4,4,0.78,15.6,0.92,9,2,0,0.12,1.03,1,0,3.7,True
3,Mustard,29.6,15,25,4,5,0.95,15.8,1.03,10,2,1,0.11,-0.45,1,0,56.8,True
8,Mustard,27.1,11,11,1,1,0.93,19.4,0.94,10,2,1,0.06,1.14,1,0,224.9,True
6,Wheat,17.5,13,17,4,4,0.74,13.8,0.94,16,1,0,0.17,0.02,1,0,44.2,True
3,Paddy,48.0,15,21,1,3,0.73,16.0,1.16,9,6,0,0.09,1.1,1,0,206.6,True
5,Cotton,15.3,24,24,2,3,0.87,19.4,1.19,10,3,1,0.08,-0.02,1,0,195.9,True
4,Wheat,23.3,21,21,3,4,0.89,15.8,1.19,8,4,0,0.16,1.1,1,0,87.3,True
8,Cotton,9.6,8,18,3,4,0.81,12.2,1.19,13,4,0,0.09,0.84,1,0,25.7,True
3,Mustard,47.1,28,31,1,3,0.98,18.5,1.0,14,1,1,0.18,1.14,1,0,518.9,True
2,Mustard,48.6,21,24,1,3,0.82,18.0,0.95,13,3,0,0.08,1.34,1,0,397.8,True
4,Cotton,20.4,30,36,2,2,0.98,12.9,0.84,10,1,1,0.16,1.49,1,0,224.9,True
9,Wheat,38.9,13,18,3,3,0.7,17.1,0.94,8,6,0,0.18,0.48,0,1,103.5,True
6,Paddy,59.5,14,14,4,5,0.92,19.1,0.9,11,1,1,0.11,1.14,1,0,74.8,True
4,Maize,57.3,26,26,4,4,0.99,11.7,1.08,10,4,1,0.18,1.14,1,0,71.3,True
4,Wheat,9.5,29,38,2,3,0.98,16.7,0.86,14,3,1,0.18,0.99,1,0,283.7,True
5,Paddy,11.6,9,19,1,1,0.87,15.3,0.93,8,4,0,0.05,1.34,0,1,170.4,True
1,Mustard,43.0,21,23,4,5,0.77,12.0,0.83,13,5,0,0.16,0.0,1,0,67.1,True
5,Maize,37.9,3,11,3,3,0.94,20.0,1.18,12,6,0,0.11,1.39,0,1,40.6,True
1,Cotton,22.3,2,10,2,2,0.7,19.9,1.17,13,6,0,0.17,0.65,0,1,39.6,True
2,Wheat,31.7,7,11,2,2,0.82,12.7,0.85,9,5,0,0.09,0.61,1,0,55.2,True
6,Mustard,57.6,18,26,2,3,0.87,16.5,1.12,8,5,0,0.06,0.46,1,0,136.6,True
6,Cotton,59.1,7,11,2,3,0.87,13.3,0.93,10,2,1,0.08,0.06,1,0,46.4,True
1,Paddy,5.7,29,36,3,5,0.78,19.7,1.06,9,2,0,0.1,0.33,1,0,184.7,True
3,Maize,51.1,8,8,1,3,0.82,15.8,1.03,15,2,1,0.09,1.48,0,1,144.6,True
